id,title,href,text,date_time,source_site,views
205,"Средняя цена Urals в январе-августе выросла на 26%, до $82,13/баррель",https://www.interfax.ru/business/860279,"Москва. 1 сентября. INTERFAX.RU - Средняя цена нефти марки Urals в январе-августе 2022 года сложилась в размере $82,13 за баррель, сообщил Минфин России.За тот же период 2021 года она составила $65,1 за баррель. Таким образом, цена увеличилась на 26%.В августе цена составила $74,73 за баррель, что в 1,1 раза выше, чем в августе 2021 года ($68 за баррель).",2022-09-01T14:34,Interfax,31513
206,"""КАМАЗ"" намерен до конца года ежемесячно собирать не менее 100 машин поколения К5",https://www.interfax.ru/business/858425,"Москва. 26 августа. INTERFAX.RU - ПАО ""КАМАЗ"" в августе планирует выпустить около 40 флагманских грузовиков последнего, пятого поколения - магистральных тягачей КАМАЗ-54901, сообщила пресс-служба компании.""В августе будет выпущено около 40 магистральных тягачей КАМАЗ-54901. До конца года планируется выпускать не менее 100 таких моделей ежемесячно"", - говорится в сообщении.""КАМАЗ"" сейчас выпускает грузовики сразу трех поколений: ""классический"" К3 с собственной кабиной, а также К4 и К5 с лицензионными кабинами Mercedes-Benz. В марте после ввода санкций и ухода с российского рынка германской Daimler Truck AG у ""КАМАЗа"" возникли сложности с производством грузовиков двух последних поколений.""КАМАЗ"" планирует производить грузовики поколения К4 по меньшей мере весь 2022 год, полностью локализовать сборку грузовиков поколения К5 компания планирует к январю 2023 года.""КАМАЗ"" - крупнейший российский производитель грузовиков полной массой 14-40 тонн.После начала военной операции на территории Украины ""КАМАЗ"" оказался под санкциями и вынужден делать основную ставку на выпуск грузовиков К3.",2022-08-26T15:18,Interfax,25334
207,Казахстан временно запретил вывоз угля автомобильным транспортом,https://www.interfax.ru/business/862817,"Москва. 19 сентября. INTERFAX.RU - В Казахстане введен временный запрет на вывоз угля автомобильным транспортом в интересах местных потребителей, сообщила пресс-служба Министерства индустрии и инфраструктурного развития республики.""Временный запрет вводится в связи с обнаружением фактов вывоза твердого топлива, предназначенного для населения, коммунальных и социальных объектов, из приграничных регионов Казахстана в соседние страны для перепродажи"", - говорится в сообщении.Решение принято вместе с угольными разрезами и администрациями регионов, чтобы обеспечить ближайший отопительный сезон и не допустить дефицита угля зимой.",2022-09-19T11:40,Interfax,20348
208,"""Русснефть"" ожидает добычу нефти в 2022 и 2023 годах на уровне 6,9 млн т",https://www.interfax.ru/business/863098,"Москва. 20 сентября. INTERFAX.RU - ""Русснефть"" ожидает добычу нефти по итогам 2022 года на уровне 6,9 млн т, на аналогичный показатель ориентируется в 2003 году , сообщил журналистам президент компании Евгений Толочек.Он добавил, что инвестиции в 2022 году составят около 29 млрд рублей. ""На следующий год - плюс-минус (такое же финансирование - ИФ)"", - продолжил он.Толочек прогнозирует, что по итогам года прирост запасов ""Русснефти"" составит 7 млн т нефти.Компания, по его словам, не исключает, что начнет выплату дивидендов на обыкновенные акции через два года при условии погашения большей части основного долга и благоприятной рыночной конъюнктуре.""Сейчас мы поставили немножко другую себе стратегию, намерены освободиться от основного долга. В принципе, уже неплохо получается, но еще пару лет, если при хорошей конъюнктуре, и там уже можно будет говорить о дивидендах"", - сообщил Толочек.В 2019 году основатель ""Русснефти"", бывший акционер и председатель совета директоров Михаил Гуцериев выражал мнение, что в течение трех лет компания сможет начать выплаты владельцам обыкновенных акций, а общая сумма дивидендов достигнет $100 млн в год.""Планы были, никто их не отрицает, но вы же видите, что происходит?"" - отметил Толочек.Он сообщил, что показатель EBITDA по итогам года составит около 50 млрд рублей (на уровне ожиданий). Прогнозировать другие финансовые результаты, по словам президента ""Русснефти"", сложно, поскольку они зависят от курса доллара и рыночной конъюнктуры.Сейчас ""Русснефть"" выплачивает дивиденды только на привилегированные акции. Летом 2021 года акционеры компании на годовом собрании утвердили выплату дивидендов на ""префы"" за 2020 год в размере $0,61205 на акцию - как и за 2019 год. Всего на выплату дивидендов на привилегированные акции в прошлом году было направлено $60 млн (около 4,3 млрд рублей по курсу ЦБ на момент выплаты). Дивиденды в 2016-2018 годы были выплачены также в долларах США - ежегодно в размере около $40 млн ($0,40803 на акцию).Владельцами привилегированных акций ""Русснефти"" в настоящее время являются банк ""Траст"" (16,52%) и ВТБ (8,48%).В мае совет директоров рекомендовал годовому собранию акционеров направить на выплату дивидендов на привилегированные акции за 2021 год $80 млн (около 4,9 млрд рублей по текущему курсу ЦБ - ИФ), или $0,81606 на акцию. Дивиденды на обыкновенные акции СД предложил не выплачивать. Вопрос будет рассмотрен на повторном годовом собрании акционеров 30 сентября.По данным на конец 2021 года, около 33% уставного капитала ""Русснефти"" принадлежало семье Гуцериевых, которыми она владела через Bradinar Holdings (12,05%), ЗАО ""Млада"" (7,7%), ОАО ""ИК ""Надежность"" (4,95%), а также ПАО ""ЭсЭфАй"" (8,38%). Еще 23,46% капитала компании контролировал трейдер Glencore через Rambero Holding AG. Также долями в УК нефтекомпании владеют ""Траст"" - 19,23% и ВТБ - 8,48%.В свободном обращении находятся 22,56% обыкновенных акций НК (около 17% уставного капитала).",2022-09-20T16:09,Interfax,37759
209,Финляндия закроет до конца года 4 станции для грузоперевозок на границе с РФ,https://www.interfax.ru/world/860064,"Москва. 31 августа. INTERFAX.RU - Финская железнодорожная компания VR Transpoint до конца 2022 года закроет четыре станции для грузовых перевозок на границе с Россией, когда прекратятся перевозки грузов в восточном направлении, сообщила журналистам старшая вице-президент VR Group Лаура Ансахарью.Будут закрыты пункты грузовых перевозок Вайниккала и Иматранкоски в Южной Карелии, Ниирала в Северной Карелии и Вартиус в регионе Кайнуу. Кроме того, прекратится выполнение некоторых задач, связанных с восточным сообщением.Подготовка к реорганизации железнодорожного сообщения с Россией началась весной 2022 года, после того, как VR Group из-за событий на Украине и экономических санкций Евросоюза решила прекратить грузовые перевозки через финско-российскую границу.С 28 марта VR Group прекратила пассажирское железнодорожное сообщение между Финляндией и Россией поездами Allegro. 1 марта компания сообщила о прекращении сотрудничества с ОАО ""РЖД"", кроме необходимого для трансграничного сообщения.",2022-08-31T15:13,Interfax,11242
210,Fix Price в I полугодии сократил чистую прибыль почти вдвое,https://www.interfax.ru/business/862788,"Москва. 19 сентября. INTERFAX.RU - Ритейлер Fix Price, управляющий крупнейшей в РФ сетью магазинов фиксированных цен, в первом полугодии 2022 года сократил чистую прибыль по МСФО почти в два раза (на 47,9%), до 5,095 млрд рублей с 9,788 млрд рублей в январе-июне прошлого года.Показатель EBITDA вырос на 31,1%, до 25,991 млрд рублей, рентабельность EBITDA составила 19,7% против 18,7% годом ранее, сообщила компания.Валовая прибыль повысилась на 31,2%, до 43,477 млрд рублей, валовая маржа - до 33% с 31,2%.Выручка выросла на 24,2%, до 131,788 млрд рублей.В частности, розничная выручка увеличилась на 25,4% (до 116,688 млрд рублей) на фоне расширения сети и роста LfL-продаж на 13,5%. Рост оптовой выручки на 15,4% (до 15,1 млрд рублей) был обусловлен открытием новых франчайзинговых магазинов, при этом доля оптовой выручки в общей выручке снизилась на 88 б.п., до 11,5%.Рост валовой маржи был обеспечен работой с ассортиментом, которая позволила сдерживать давление растущей себестоимости из-за увеличения цен на сырье и влияния других факторов. При этом, несмотря на повышение доли продуктов питания и дрогери (товаров личной гигиены и бытовой химии) в общей структуре продаж, валовая маржа продемонстрировала рост за счет ротации и переработке ассортимента, а также совершенствования структуры ценовых категорий.Коммерческие, общехозяйственные и административные расходы в первом полугодии выросли на 26,7%, до 24,592 млрд рублей, или до 18,7% от выручки с 18,3% годом ранее. Расходы на персонал увеличились до 9,9% от выручки с 9% в первом полугодии 2021 года, что было обусловлено эффектом низкой базы - на фоне индексации заработной платы во втором полугодии прошлого года в условиях ускорения инфляции и конкуренции за кадры, а также более высоких компенсационных начислений за 2022 год.Рост рентабельности EBITDA был обусловлен повышением валовой маржи, которое было частично нивелировано ростом SG&A-расходов.Снижение чистой прибыли по итогам первого полугодия произошло на фоне убытков от курсовых разниц и увеличения расходов по уплате налогов, отметил ритейлер. Убытки от курсовых разниц составили 1,888 млрд рублей по сравнению с доходом в размере 96 млн рублей годом ранее, что было обусловлено убытками от переоценки банковских счетов группы в иностранных валютах, убытками от переоценки внутригрупповой кредиторской задолженности международных структур группы в рублях, а также убытками в рамках форвардных контрактов на фоне укрепления рубля, что было частично компенсировано доходом от переоценки торговой кредиторской задолженности.Скорректированный чистый долг Fix Price составил 32,204 млрд рублей по сравнению с 23,48 млрд рублей на конец 2021 года и 21,464 млрд рублей на конец июня прошлого года. Соотношение скорректированного чистого долга к EBITDA составило 0,6х по сравнению с 0,5х на конец 2021 года и годом ранее (все показатели приведены по стандарту МСФО 16).Компания также отметила, что в первом полугодии формировала больше запасов и полностью перестроила организацию транспортировки импортных товаров, переключившись с морских перевозок на железнодорожный транспорт в связи с тем, что некоторые международные компании, осуществляющие контейнерные перевозки, прекратили свою деятельность в России. Кроме того, после ограничения рядом крупных производителей товаров повседневного спроса своей работы в России Fix Price удалось найти новых местных поставщиков и заключить с ними контракты на производство товаров. За счет более гибких условий оплаты поставщикам компания смогла обеспечить наличие на полке ""всех необходимых покупателю товаров по наилучшим ценам в условиях высокой неопределенности"", отмечает Fix Pric. Эти меры положительно сказались на продажах, но чистый торговый оборотный капитал вырос до 18 млрд рублей с 4,4 млрд рублей годом ранее.Капитальные затраты ритейлера составили 3,7 млрд рублей, что соответствует аналогичному показателю за прошлый год (3,8 млрд рублей), поскольку инфляция капиталовложений в открытие магазинов и распределительных центров была компенсирована снижением инвестиций в реновацию и IT-инфраструктуру.""Устойчивые финансовые результаты Fix Price по итогам первых шести месяцев 2022 года указывают на то, что мы быстро перестраиваем бизнес-процессы и, безусловно, наше предложение в соответствии с актуальными запросами покупателей"", - отметил гендиректор Fix Price Дмитрий Кирсанов (его слова процитированы в сообщении).Он также сообщил, что компания сохраняет планы по открытию 750 магазинов в 2022 году (в первом полугодии было открыто 363 новых магазина).Fix Price - крупнейший в России оператор магазинов фиксированных цен. Кроме РФ компания работает в нескольких странах ближнего зарубежья. На конец июня сеть магазинов Fix Price насчитывала 5,267 тыс. магазинов.",2022-09-19T09:36,Interfax,17412
211,"СПБ биржа 5 октября начнет торги акциями PetroChina, Sinopec, Chalco и China Life",https://www.interfax.ru/business/866176,"Москва. 4 октября. INTERFAX.RU - ""СПБ биржа"" 5 октября начнет торги еще четырьмя акциями с листингом на Гонконгской фондовой бирже, их общее количество увеличивается до 16, сообщается на сайте биржи.В среду начнутся торги обыкновенными акциями класса ''H'' нефтяных компаний PetroChina и Sinopec, страховщика China Life Insurance и Aluminum Corp. of China.Инвесторы начали совершать через ""СПБ биржу"" операции с 12 гонконгскими акциями в середине июля. По данным биржи, стоимостной объем сделок в режиме основных торгов гонконгскими ценными бумагами в августе утроился по сравнению с июлем, когда участники торгов ""СПБ биржи"" начали предоставлять своим клиентам-инвесторам доступ к биржевым торгам ценными бумагами с листингом в Гонконге, он достиг 0,47 млрд гонконгских долларов.В рамках развития рынка планируется поэтапное расширение списка гонконгских ценных бумаг, к концу 2022 года – до 200, в течение 2023 года – до 1000.",2022-10-04T11:53,Interfax,24107
212,"Реальный эффективный курс рубля в январе-августе вырос на 36,7%",https://www.interfax.ru/business/861923,"Москва. 13 сентября. INTERFAX.RU - Реальный эффективный курс рубля к корзине валют государств - основных торговых партнеров России в августе 2022 года снизился на 3,9% по отношению к июлю, согласно предварительной оценке ЦБ РФ, опубликованной на его сайте.В январе-августе 2022 года реальный эффективный курс рубля вырос на 36,7%.Реальный курс рубля к доллару США в августе 2022 года по отношению к июлю снизился на 4,2%, к евро - на 4,6%.Реальный курс рубля к доллару США в августе по отношению к декабрю 2021 года вырос на 27,0%, к евро - на 39,1%.",2022-09-13T15:26,Interfax,23174
213,ГТЛК подала заявку на госфинансирование закупки вертолетов почти на 100 млрд рублей,https://www.interfax.ru/business/860862,"Москва. 6 сентября. INTERFAX.RU - ""Государственная транспортная лизинговая компания"" (ГТЛК, управляется Минтрансом РФ) подала заявку на софинансирование государством закупки вертолетов почти на 100 млрд руб., сообщил замглавы Минпромторга РФ Олег Бочаров.""У нас два больших заказа на вертолетную технику от ГТЛК, они готовят соответствующий паспорт. Это в рамках дальневосточной авиакомпании (...) У нас пришел паспорт сейчас на пять Ми-171А2 до 2025 года и шесть в 2026-м"", - сказал Бочаров на сессии по авиастроению в рамках Восточного экономического форума (ВЭФ-2022) во вторник.""И вторая заявка от ГТЛК идет по ""Вертолетам России"" в принципе отдельно - здесь вообще серьезный заказ на Ми-8, потому что они идеально идут по рынку. У нас здесь 86 штук до 2025 года стоят в графиках. Все вместе это почти 100 млрд рублей на закупку"", - заявил чиновник.Он напомнил, что президент Владимир Путин ранее одобрил программу госзаказа гражданской авиатехники, в том числе вертолетов, которая будет софинансироваться из Фонда национального благосостояния (ФНБ). ""Антикризисное решение президентом принято о том, что до 100% финансирования на 20 лет под 1,5% лизинговые компании могут соответствующую авиатехнику заказывать"", - напомнил Бочаров.ГТЛК разработала инвестпроект с использованием средств ФНБ на закупку в 2023-2025 годах более 100 вертолетов типа Ми-8, 20 из которых планируется передать в лизинг единой дальневосточной авиакомпании, пояснил журналистам гендиректор ГТЛК Евгений Дитрих в кулуарах ВЭФ.""После одобрения инвестиционного проекта со стороны Минэка, Минмпромторга и Минфина можно будет приступать к его реализации, благодаря чему российские авиакомпании смогут получить в пользование современные отечественные вертолеты на льготных условиях"", - сказал он.Всего в рамках программы госзаказа авиатехники до 2030 года на рынок планируется поставить более 450 самолетов и 460 вертолетов, сообщали ранее в ""Ростехе"" (объединяет российские предприятия авиапрома). Приобретать технику – для последующей передачи авиаперевозчикам по льготным ставкам – будут лизинговые компании, основной пакет заказов придется на ГТЛК, говорил вице-премьер-глава Минпромторга Денис Мантуров. В прошлом году он сообщал, что в 2022-2024 годах из ФНБ на программу будет выделано 279 млрд руб. под 1,5% годовых.",2022-09-06T10:03,Interfax,27837
214,Правительство направит 15 млрд рублей на льготный лизинг морских судов,https://www.interfax.ru/business/861689,"Москва. 12 сентября. INTERFAX.RU - Правительство РФ выделит 15 млрд рублей на льготный лизинг морских судов. Об этом сообщил премьер-министр Михаил Мишустин в ходе оперативного совещания с вице-премьерами в понедельник.Мишустин отметил, что меры поддержки предприятий различных отраслей обсуждались на заседании президиума правкомиссии по повышению устойчивости экономики. По итогам обсуждения на эти меры решено направить более 100 млрд руб.""Внешние ограничения осложнили ситуацию с поставками комплектующих и оборудования для нужд кораблестроения и привели к значительному росту затрат. Направим еще 15 млрд рублей на программу льготного лизинга морских судов"", - сказал он.""В целом предполагается строительство на отечественных верфях и передача транспортным компаниям свыше 300 судов различного назначения до 2030 года"", - добавил Мишустин.""Также адресную субсидию в размере 3 млрд рублей получит ""Выборгский судостроительный завод"" (ВСЗ, входит в ""Объединенную судостроительную корпорацию"", ОСК), на котором сейчас идет работа по новому ледоколу для Северо-Западного бассейна"", - сообщил он.Контракты на строительство 318 гражданских судов могут быть заключены до 2030 года по программам льготного лизинга, сообщал ранее вице-премьер - глава Минпромторга РФ Денис Мантуров.",2022-09-12T11:45,Interfax,12554
215,ВТБ снизил до 10% размер первого взноса по ипотеке на вторичное жилье,https://www.interfax.ru/business/863027,"Москва. 20 сентября. INTERFAX.RU - ВТБ снизил размер первоначального взноса по ипотеке на покупку вторичного жилья до 10%, говорится в сообщении госбанка.Минимальный первый взнос в размере 10% доступен при покупке квартир и апартаментов. Получить средства можно будет на срок до 30 лет в сумме до 60 млн рублей. Клиенты, ранее получившие одобрение банка, смогут переоформить заявку на новых условиях. Получить кредит со сниженным первым взносом заемщики смогут до 31 декабря.""Вероятно, раунд смягчения денежно-кредитной политики регулятора завершается, поэтому на первый план выходят неценовые параметры, которые также очень важны для заемщиков. ВТБ ранее снизил до 15% первый взнос по ипотеке на первичное жилье, а сегодня уменьшает до 10% ""порог входа"" при покупке ""вторички"". При этом мы внимательно следим за уровнем кредитной нагрузки заемщиков и не собираемся применять практику выдачи кредитов с первым взносом ниже 10%"", - прокомментировал решение вице-президент ВТБ Евгений Дячкин.С 19 сентября минимальный первоначальный взнос по ипотеке на вторичное жилье снизил Сбербанк (с 15% до 10%). Максимальная сумма кредита - 100 млн рублей, предельный срок - 30 лет.Пока внимание ЦБ сосредоточено на качестве ипотечных кредитов, выдаваемых на покупку жилья на первичном рынке. В понедельник регулятор заявил, что с 1 декабря установит надбавку к коэффициенту риска по ипотечным кредитам, предоставленным на финансирование по договору участия в долевом строительстве, с первоначальным взносом не выше 10%. Величина надбавки составляет 2 вне зависимости от значения показателя долговой нагрузки заемщика (ПДН). Эта мера позволит ограничить практики предоставления кредитов без первоначального взноса и обеспечит рост ипотеки без накопления чрезмерных рисков в банковском секторе.ЦБ отмечает, что в последние месяцы на первичном рынке жилья строительные компании начали активно рекламировать ипотечные программы без первоначального взноса, в том числе в рассрочку. При этом исторические данные банков показывают, что заемщики, обращающиеся за кредитом с низким первоначальным взносом, характеризуются повышенным уровнем кредитного риска. В соответствии с действующим регулированием при расчете первоначального взноса учитываются только собственные средства заемщика, не допускается учет заемных средств, рассрочек и (или) комиссий от застройщика. В случае роста доли кредитов без первоначального взноса в выдачах кредитные портфели банков будут более уязвимы к возможным шокам.",2022-09-20T12:17,Interfax,11342
216,Норвегия собралась повысить налоги для нефтегазового сектора в 2023 году,https://www.interfax.ru/world/866590,"Москва. 6 октября. INTERFAX.RU - Правительство Норвегии намерено в следующем году уменьшить налоговые льготы для нефтегазового сектора, введенные во время пандемии COVID-19, сообщает MarketWatch.Согласно предложению министерства финансов, налоговый вычет для отрасли будет снижен до 12,4% с 17,69%. Как ожидается, это повысит поступления в бюджет на 2 млрд крон ($190 млн) в 2023 году.Временные налоговые послабления были направлены на поощрение инвестиций в нефтегазовый сектор во время пандемии на фоне резкого падения цен на нефть. Однако с тех пор стоимость топлива значительно выросла, поэтому теперь необходимо провести корректировку налоговой политики, говорится в заявлении Минфина, посвященном бюджету на 2023 год.Норвежская экономика быстро восстановилась после пандемии, при этом инфляция достигла самого высокого уровня за несколько десятилетий. ""Экономическая политика должна быть ужесточена, чтобы снизить инфляционное давление и помочь сохранить занятость на высоком уровне"", - говорится в заявлении правительства.Также в следующем году предлагается сократить сумму, которую правительство сможет изъять из Нефтяного фонда (суверенный фонд национального благосостояния) на 18,3 млрд крон - до 316,8 млрд крон. Бюджетные правила позволяют ежегодно забирать из фонда денежные средства на сумму максимум 3% от его стоимости, исходя из предложения Минфина в 2023 году будет выведено примерно 2,5%.",2022-10-06T12:48,Interfax,49314
217,Германские экономисты прогнозируют рецессию в стране в 2023 году,https://www.interfax.ru/business/865515,"Ухудшение прогнозов отражает масштаб энергетического кризиса в ЕвропеМосква. 29 сентября. INTERFAX.RU - Экономика Германии окажется в рецессии в 2023 году из-за резкого роста цен на энергоносители, прогнозируют ведущие исследовательские институты ФРГ.Прогноз, подготовленный Мюнхенским институтом экономических исследований (IFO), Институтом мировой экономики в Киле (IfW), Рейнско-Вестфальским институтом экономических исследований в Эссене (RWI) и Институтом экономических исследований в Галле (IWH), предполагает, что ВВП Германии увеличится на 1,4% в 2022 году, снизится на 0,4% в 2023 году и вырастет на 1,9% в 2024 году.Весной 2022 года прогноз институтов предполагал, что экономика ФРГ поднимется на 2,7% в 2022 году и на 3,1% в 2023 году.""Ухудшение прогнозов отражает, главным образом, масштаб энергетического кризиса"", - говорится в совместном докладе институтов. По их оценкам, объем ВВП Германии в 2022 и 2023 году будет в общей сложности на 160 млрд евро ниже, чем предполагалось весной.Сокращение экспорта российского газа в ФРГ привело к скачку цены этого вида топлива до рекордных уровней, отмечается в докладе. Эксперты считают проблему дефицита газа серьезной, предупреждая, что его стоимость, вероятно, будет ""держаться выше докризисных уровней"", что ""означает потерю благосостояния для Германии"".Прогноз институтов для инфляции в ФРГ на 2022 год составляет 8,4%, на 2023 год - 8,8%. В 2024 году темпы роста потребительских цен, как ожидается, замедлятся до 2,2%.",2022-09-29T15:04,Interfax,33540
218,В США производителей алкоголя обяжут указывать на этикетках состав и калорийность,https://www.interfax.ru/business/866818,"Москва. 7 октября. INTERFAX.RU - Министерство финансов США планирует начать требовать от производителей пива, вина и крепких алкогольных напитков указывать на этикетках больше информации о своей продукции, включая состав и калорийность, пишет The Wall Street Journal.Такое предложение может быть озвучено в конце 2022 года или в начале 2023 года, сообщили изданию анонимные источники в руководстве Управления по вопросам налогообложения и лицензирования торговли алкогольными напитками и табачными изделиями (Alcohol and Tobacco Tax and Trade Bureau, входит в структуру американского Минфина).Ужесточить требования к раскрытию информации на бутылках с алкоголем призывают различные ассоциации потребителей, утверждая, что это позволит покупателям лучше понимать количество калорий в напитках, рекомендованные порции, а также наличие аллергенов.""Этикетка, упрощающая расчеты для тех, кто ответственно подходит к потреблению, серьезно облегчит всем жизнь"", - сказала профессор Медицинской школы при Университете Тафтса Сьюзен Кох-Везер.Представители отрасли отмечают, что уже начали указывать больше данных на этикетках добровольно, и выражают ряд опасений в связи с планами правительства.По данным Института пива (Beer Institute), около 95% объема продаваемой партнерами института продукции уже содержат информацию о калориях, ингредиентах и пищевой ценности. Учредителями института являются такие ведущие пивоваренные компании, как Anheuser-Busch InBev, Molson Coors Beverage Co. и Heineken USA.Производители вина опасаются, что небольшие винодельческие фирмы не справятся с расходами, необходимыми для расчета данных для последующего нанесения на этикетки. В частности, для указания точного числа калорий им придется тестировать каждый винтаж каждого сорта вина, сказал вице-президент отраслевой ассоциации WineAmerica Майкл Кайзер.",2022-10-07T15:00,Interfax,28640
219,"""Черкизово"" сократило полугодовую прибыль в два раза",https://www.interfax.ru/business/857688,"Москва. 22 августа. INTERFAX.RU - В первом полугодии 2022 года группа ""Черкизово"" сократило чистую прибыль на 48,9% в годовом исчислении, до 6,9 млрд рублей. Скорректированная чистая прибыль повысилась на 17,5%, до 6,3 млрд рублей.Полугодовая выручка компании выросла на 20,1%, до 88,9 млрд рублей.Валовая прибыль снизилась на 20,6%, до 19,2 млрд рублей. Сокращение валовой прибыли было обусловлено увеличившимися затратами на сырье и снижением чистого изменения справедливой стоимости биологических активов, сообщила компания. Рентабельность валовой прибыли уменьшилось до 21,5% с 32,6% годом ранее.Скорректированная EBITDA выросла на 12,1%, до 12,4 млрд рублей (скорректированный показатель не учитывает чистое изменение справедливой стоимости биологических активов и некоторые другие статьи). Рентабельность этого показателя составила 13,9% против 14,9% годом ранее.Эффект от изменения стоимости биоактивов составил 752 млн рублей по сравнению с 8,4 млрд рублей в первом полугодии прошлого года - на фоне снижения оценки биологических активов в сегментах ""курица"" и ""свинина"".Операционные расходы ""Черкизово"" выросли на 25,7%, до 11,3 млрд рублей, из-за увеличения расходов на оплату труда и транспортировку, а также повышения цен на материалы. Доля операционных расходов в выручке увеличилась до 12,7% с 12,1% годом ранее.Из-за снижения рентабельности и инвестиций в оборотный капитал чистый операционный денежный поток по итогам первого полугодия оказался отрицательным, составив 1,2 млрд рублей, по сравнению с положительной величиной в размере 8,5 млрд рублей год назад.Чистый долг вырос на 31,5%, до 94,4 млрд рублей. Общий долг увеличился до 98,3 млрд рублей с 81,3 млрд рублей годом ранее. Долгосрочная задолженность составляла 38,3 млрд рублей или 39% долгового портфеля. Эффективная стоимость долга на 30 июня составила 4,1%. В 2022 году доля субсидируемых кредитов и кредитных линий в долговом портфеле составила 52%.Капитальные затраты ""Черкизово"" составили 8,3 млрд рублей в связи с новыми приобретениями и инвестициями в строительство маслоэкстракционного завода.Группа ""Черкизово"" объединяет 11 птицеводческих комплексов, 16 свинокомплексов, 11 мясоперерабатывающих предприятий, а также 9 комбикормовых заводов и 300 тыс. га сельскохозяйственных земель. Выручка по итогам 2021 года составила 158 млрд рублей, что на 22,6% больше, чем в 2020 году.",2022-08-22T13:15,Interfax,46695
